P45985	Q14315
P40616	Q92805
P40616	Q13439
Q09472	Q8N9B5
P08514	P54105
Q92997	Q9BTC0
Q8N5R6	Q96BR9
Q6ZW49	Q96BR9
Q86SE5	Q96L14
Q8WV44	Q96BR9
P61978	Q9BTC0
Q96HB5	Q96L14
O95251	Q96BR9
P10074	Q96BR9
Q96BR9	Q96JP2
Q96L14	Q9UFG5
Q13155	Q96L14
Q96L14	Q9BU64
Q8TAP4	Q96BR9
Q8TAP4	Q96L14
Q96BR9	Q96CW1
P51116	Q96BR9
Q8TBB1	Q96BR9
O00308	Q9BTC0
Q06455	Q96L14
Q8TAB5	Q96L14
Q7L590	Q96BR9
O94915	Q9NSC5
O14641	Q96BR9
Q96L14	Q96L14
Q07955	Q9BTC0
Q8N554	Q96BR9
Q8NHQ1	Q96BR9
Q96L14	Q9BQD3
Q96BR9	Q96BR9
Q96L14	Q9P2A4
Q96BR9	Q9BXS5
Q9BTC0	Q9H0M0
Q96BR9	Q9H9D4
P15622	Q96BR9
P61204	Q9UJY5
P61204	Q9NZ52
O60296	P63252
P10636	Q9NY61
P18848	P19387
P35754	Q04656
P35670	P35754
P14598	Q9C026
Q13426	Q9H9Q4
Q13426	Q13426
P49917	Q13426
P49917	Q9H9Q4
P00749	P05121
P00749	P07093
P18827	Q9GZZ8
P09038	P18827
P09038	P34741
P09038	P31431
Q71U36	Q8N0X7
P19438	P63165
Q07812	Q13794
P10415	Q13323
O00198	P10415
P10415	P55957
P10415	Q13794
P55957	Q07817
Q07817	Q13794
Q92843	Q92934
O00198	Q92843
P55957	Q92843
Q07820	Q96LC9
Q07820	Q13323
O00198	Q07820
P55957	Q07820
Q16548	Q96LC9
Q13794	Q16548
Q13323	Q16548
O00198	Q16548
O43521	P10415
O43521	Q07817
O43521	Q07820
P10415	Q96PG8
P10415	Q9BXH1
Q07817	Q96PG8
Q07817	Q9BXH1
Q07820	Q96PG8
Q07820	Q9BXH1
Q07817	Q92934
P10415	Q92934
P27348	Q92934
Q07820	Q13794
Q13562	Q8NHW3
P52945	Q8NHW3
P17612	Q9NQ31
P24941	P46527
P01106	Q9Y6K1
Q13105	Q9Y6K1
P10415	Q14643
P29590	Q13569
Q15831	Q9Y376
Q15831	Q7RTN6
P18887	Q7Z2E3
P09874	Q7Z2E3
P56539	Q9BR39
P35240	Q96HU1
P06400	Q5TKA1
P42229	Q15303
P05412	Q8WX92
P01100	Q8WX92
P49790	P61970
P61970	P62826
P06746	Q9H5J8
P06746	P18887
P06307	P32239
Q8NBT2	Q9H081
Q9H081	Q9HBM1
Q8NG31	Q9H081
O95229	Q9H081
Q9H081	Q9H410
O14777	Q9H081
Q9BZD4	Q9H081
Q6P1K2	Q9H081
P00533	P29353
O75368	P00533
P00533	P42229
P00533	Q06124
P00533	P46108
P00533	P41240
P00533	Q13191
P00533	P62993
P04626	P29353
O75368	P04626
P04626	Q06124
P04626	P62993
P21860	P62993
O00459	P21860
P21860	P41240
P21860	P29353
P29353	Q15303
P46108	Q15303
P62993	Q15303
Q06124	Q15303
O00459	Q15303
P16333	Q15303
A5D8V6	Q99816
A5D8V6	Q9UK41
A5D8V6	Q8WUM4
P16112	P51884
Q96IY1	Q9H081
Q13185	Q9H081
P45973	Q9H081
Q96IY1	Q9H410
Q8NG31	Q9H410
Q13185	Q9H410
Q6P1K2	Q9H410
P45973	Q9H410
P45973	Q96IY1
O95229	Q9H410
P11142	Q08752
P08238	Q08752
P07949	P40763
P00533	P40763
P40763	P54756
Q9NYL2	Q9NYL2
Q01081	Q8TA86
Q6WCQ1	Q9BZL4
Q70E73	Q8N8S7
P50552	Q70E73
P35240	Q9H204
P62993	Q9H204
Q05516	Q13547
Q05516	Q92769
O15379	Q05516
P56524	Q05516
Q05516	Q9UQL6
Q05516	Q9UBN7
P29590	Q96EP1
P42345	Q6R327
P42345	Q8N122
P42345	P62942
P62942	Q8N122
P21579	Q7L1I2
P21579	Q6UXA7
P21579	Q496J9
Q6UXA7	Q7L1I2
P50281	P51884
O14733	Q9NYL2
P36897	Q9NYL2
P04217	P54108
O14776	Q15459
O14776	Q12874
O14776	Q13435
O14776	O75533
O14776	Q15427
O14776	P52272
O14776	P11142
O14776	Q9HCK8
O14776	P11021
O14776	P26368
O14776	Q9UBS3
O14776	P67936
O14776	P06748
O14776	Q15365
O14776	P31943
O14776	Q07955
O95983	O95983
O95983	Q9UBB5
Q8WWY6	Q9UBB5
Q13547	Q8WWY6
Q8WWY6	Q92769
Q16576	Q8WWY6
Q09028	Q8WWY6
Q13330	Q8WWY6
O94776	Q8WWY6
Q8WWY6	Q96ST3
Q12873	Q8WWY6
P27348	Q53ET0
Q53ET0	Q9H0K1
O60840	P57796
Q15020	Q9UK45
O43395	Q15020
O43172	Q15020
O75643	O95400
O14908	Q9UM54
Q04637	Q14240
O95400	Q6P2Q9
P42704	P62330
P33176	P61981
A5YKK6	Q9UFF9
Q8TEX9	Q9NVP2
O95714	Q9UJU6
Q6P2Q9	Q96DI7
Q8IWY9	Q9NVP2
O95400	Q15029
P61981	Q9UQ35
O75940	Q15393
Q13200	Q9BRP4
O75643	Q96DI7
A5YKK6	P78543
Q13200	Q9UNM6
Q86UE8	Q9NVP2
O75116	Q14164
P31946	P33176
P51784	Q15170
O94915	P61981
O75643	Q15287
O00232	Q9UNM6
Q13616	Q9UKT5
P31946	Q6WCQ1
Q99460	Q9UNM6
P61981	Q6WCQ1
P46060	P63279
O76081	P46459
Q15008	Q99460
P42704	Q9Y2Q3
O60739	Q14152
P49917	Q96T60
P61981	Q9UBF8
O75832	Q99460
O94817	Q9H2U1
Q04726	Q08117
O43242	Q9BRP4
Q15773	Q96T76
O75896	O95757
O43586	P37268
Q13200	Q15008
O15479	Q93009
P23508	Q00610
P49841	P57678
Q13418	Q9NPH0
O75832	Q13200
O00231	Q9UNM6
P27348	P33176
P21127	Q15287
P31946	Q9UQ35
P62195	Q9BRP4
P49916	Q96T60
Q92956	Q9NYU2
O00182	P35222
P57678	Q15287
Q93034	Q9Y575
P11802	P42773
Q9Y376	Q9Y3A3
O75365	Q92616
P63279	Q9UBE0
O14730	Q9Y230
Q9NRB3	Q9NYU2
P14678	Q6P2Q9
P62191	Q9BRP4
O00231	O75832
Q04637	Q8IXH7
P26640	Q05639
Q14152	Q14240
Q8IZ83	Q9BRP4
O43586	P39023
Q15287	Q9UL63
P61981	Q07866
P10155	Q9UHX1
P61981	Q6PKG0
P49841	Q9NRG4
P31946	Q9Y4H2
P55196	P61981
Q15165	Q9Y230
Q99460	Q9BRP4
P42285	Q15287
Q9Y230	Q9Y265
P40337	Q13617
O75832	P62195
P46940	P62330
O43815	Q9Y6E0
O15067	P01889
O95400	Q9BUQ8
Q6P1M0	Q9HC24
P33176	P63104
P62330	Q14204
P31930	Q9Y230
Q8TD19	Q9HC98
O00115	Q9Y230
Q9BRP4	Q9Y315
O00232	Q15008
P31946	Q9P0K7
O43660	Q9UMS4
P43686	Q13200
O43815	P23508
P50053	P53680
P23508	Q9Y6E0
O75352	Q15014
P31946	Q5PRF9
Q14152	Q9Y262
P43686	Q9BRP4
Q9BT78	Q9P2S5
P40337	Q9Y376
O60739	Q9Y262
P60510	Q6IN85
P17980	Q9UNM6
Q13227	Q9UJU6
O75643	P14678
P13807	Q9Y478
P15056	P31946
O43242	Q9UNM6
P07237	Q15654
Q15008	Q9UNM6
P29692	Q05639
P01889	P55072
O94906	O95400
Q00610	Q14164
P62191	Q9UNM6
Q15287	Q6P2Q9
Q13033	Q9Y6E0
P56537	Q9P287
Q9P2S5	Q9UNS2
Q14240	Q53EL6
P07237	Q14240
P60520	Q8WZA9
P57678	Q9UBC1
Q15029	Q15287
O15144	Q9P1U1
Q15287	Q9Y383
O43294	P40337
Q9H6R7	Q9Y265
Q9BQG0	Q9NY93
Q14240	Q9Y262
P35222	Q9NSA3
O75940	Q13435
P16278	Q9NSA3
Q13523	Q15287
Q9NTK5	Q9UHX1
P62330	Q5VYK3
P04844	Q9HC24
P62140	Q15435
P42704	Q14164
O43586	P31939
Q04724	Q08117
P78386	Q12834
Q32P44	Q9HC98
P43686	Q9UNM6
P28288	Q9BUV8
P15056	P61981
P49792	P63279
O43660	Q99459
O75832	P62191
Q9NRG4	Q9Y2J2
P60842	Q04637
P05455	Q9UHX1
P31946	Q9UBF8
Q14164	Q6XUX3
P61201	Q9P2S5
Q5XPI4	Q9BSL1
O75716	P26441
P35998	Q9UNM6
O60496	O75832
Q92747	Q9P1U1
P82650	Q9UBC1
Q12974	Q8NE01
O60739	Q7L2H7
O00231	Q15008
O75940	P39023
P61981	Q9Y2J2
P11171	P35579
O75400	Q15287
Q9BUV8	Q9NVI7
P32121	Q14978
O75688	O95267
P61981	Q96F86
P42773	Q00534
O14827	O14827
P61981	Q9H4L5
P22695	P31930
P23508	Q13033
P41214	Q06609
P30153	Q9Y6E0
P25942	Q9NYU2
O43242	Q15008
O75365	Q8TEX9
O94907	P31146
O75940	Q2NL82
P61981	Q7Z460
P49841	Q9UHI6
P62191	Q15008
O43242	O75832
P15121	P19532
P19532	Q00610
O75663	P60510
O75832	P17980
O14874	Q9Y376
Q96A33	Q9HC24
O75365	Q9HAV4
P31946	P40818
Q15853	Q15853
Q86Y56	Q9Y2Q3
P51784	Q9UHQ7
P07814	Q14164
Q06609	Q9Y376
P61981	Q86W92
P35222	Q99623
Q8IXH7	Q8N163
P49407	P50053
Q13541	Q9BSL1
O00303	O60739
P35998	Q15008
P17980	Q15008
Q9H6R7	Q9Y230
O95379	Q12974
P51946	P51948
Q15287	Q9H7Z3
P63104	Q5PRF9
P07237	Q13617
P37268	Q9Y265
Q15029	Q96DI7
P32121	Q13428
Q9HAV4	Q9Y2Q3
P19532	Q99623
Q15287	Q9UHI6
Q13418	Q9H583
O96013	Q38SD2
P60510	Q5MIZ7
P60981	Q9P2E9
P23508	Q9NRL3
Q86Y56	Q9Y5J5
P61981	Q9NSK0
O15371	O60739
P60228	Q14152
O14974	P62140
P31946	Q9Y2J2
P10644	Q8WTW4
P19532	P53396
P62633	Q9NZI8
P11171	P24941
O15371	Q14240
P31946	Q8TEW0
P54577	P62330
O15372	Q14240
P17980	Q9BRP4
P49756	Q15287
P61160	Q9P1U1
P43686	Q99460
O95388	Q9NYU2
O94915	Q16611
P63167	Q13409
P63208	Q9UKT5
P32121	Q96GQ7
O75365	P42704
P60842	Q53EL6
P27348	Q9UBF8
P11217	Q9UKS6
P62195	Q9UNM6
O94817	Q01804
Q15714	Q9Y2Q3
P49407	Q14978
P61981	Q9UDY2
P52565	P61586
P62750	Q9NX58
P05452	Q92882
P61981	Q5PRF9
P39023	P62633
Q13554	Q9UQM7
P12268	Q14164
Q13557	Q9UQM7
Q9H8T0	Q9UJC3
P07814	P23508
Q6P0Q8	Q92616
Q12974	Q6P4Q7
O00487	Q9BRP4
O75716	Q05084
Q8TEX9	Q9Y2Q3
Q9BQG0	Q9NX58
P49354	Q12974
P39656	Q9HC24
Q13177	Q9Y2X7
P61081	Q13564
Q6IBS0	Q8IV63
P61981	Q8IUD2
P30305	P78386
Q13616	Q9NS64
O14832	Q9UNS2
P51665	Q9BRP4
O75832	P35998
Q15019	Q16181
Q15323	Q9ULA0
O75832	Q9BRP4
O43586	P62750
O75365	Q5VYK3
Q9BQ52	Q9UHX1
P58107	Q9Y4K3
P27348	Q5PRF9
O00203	P32121
Q92616	Q9BUV8
P78396	Q8N163
Q93008	Q9HC98
O14593	Q9UBC1
O60282	P27348
P11802	Q16543
Q15126	Q9H3R5
Q6IBS0	Q9NX58
P25205	Q96T60
P61981	Q9UJ41
P07910	P62633
O43513	Q9BSL1
Q02790	Q9UBE0
O00232	Q9BRP4
Q00169	Q15126
P62491	Q6WKZ4
Q9NRL3	Q9Y6E0
O15372	Q14152
P23508	P30153
P62195	Q15008
Q14232	Q9NR50
P78386	Q6IBS0
O75365	P28288
O14908	Q9P0V3
P31946	Q07866
P61981	Q13523
P19784	Q15287
P31946	P55196
O94817	Q9H1Y0
Q8IXJ6	Q99623
P52565	P63000
O75365	Q8NE01
O75122	Q9NRG4
O75832	P51665
O43791	Q8IXJ6
P61981	Q9Y4H2
O00203	P49407
Q13112	Q9NVP2
O00115	Q9Y265
O75832	Q9BW60
O00487	Q9UNM6
Q15287	Q9NQ29
O43427	Q86YS7
O15479	P61247
Q15323	Q6IBS0
Q9Y3A3	Q9Y6E0
P61981	Q8TEW0
P27348	Q6WCQ1
O14519	P0DUB6
O00506	Q9Y6E0
O96013	P61981
P26441	Q05084
P11182	Q9BV57
O14977	O95190
O75832	P62333
P51665	Q9UNM6
P49356	Q12974
Q9NS64	Q9UKB1
O76003	O76081
P22415	Q15853
P58107	P62330
P23284	Q9HC24
P24534	Q05639
P61981	Q7KZI7
P08134	P52565
P59998	Q9P1U1
Q12834	Q15323
O43795	Q14240
Q15287	Q96SB4
O60232	O60496
P82663	Q9NY93
Q14240	Q7L2H7
P14678	P50053
O15143	Q9P1U1
Q5T9A4	Q9BUV8
O15479	P62750
Q8N1F7	Q9Y5J5
P67870	Q15287
Q15287	Q9H307
P11802	P42771
P11802	Q8N726
Q13347	Q14152
O00303	Q14152
O60739	P60228
P26368	Q15287
P31946	Q9H0H5
Q8WUM4	Q9Y2Q3
Q9Y376	Q9Y5L4
P63104	Q9Y2J2
P30305	Q99623
P11940	Q14240
P78386	Q9NX58
Q96BK5	Q9NW61
O43660	O75934
Q14204	Q15714
P13073	Q8IXH7
O75716	P40337
Q13505	Q9HC24
O76070	P41235
O00264	Q9BUP0
P31946	Q02241
O00505	P32121
Q9H9A5	Q9UFF9
P10644	P61081
P58107	Q9Y2Q3
P61981	Q9P0K7
O14593	P35613
O60739	P61158
P35580	Q14164
O15067	Q9Y4K3
P10398	P61981
O75716	Q96RG2
Q13530	Q9HAV4
Q14240	Q9UBQ5
O43432	Q14240
O00231	Q9BRP4
Q07955	Q15287
P01889	P23526
P60842	Q14152
P11940	Q14164
O95757	P05787
P61006	P61026
P61106	Q6XUX3
O00422	P04844
P09382	Q9UGT4
P01889	P26640
P49407	Q13428
P30305	Q15323
O43665	P56537
P23508	P55072
P67870	Q96EZ8
O95232	Q15287
P58107	Q15714
O14646	P49407
P15090	Q92882
P11940	Q96BK5
O75116	O75716
Q5VSL9	Q9Y6E0
Q01804	Q13418
P41236	P62140
O75365	Q9BPX3
P0DP25	Q9UQM7
O95400	Q53GS9
Q14152	Q9UBQ5
Q8WUM4	Q9Y5J5
Q9H2U1	Q9Y478
O75365	Q9Y5M8
P52565	P60953
O14908	P57678
Q9NYU2	Q9UGT4
P27348	Q9NSK0
P40818	P63104
Q13530	Q99623
P15056	P27348
P62633	Q00577
O95400	Q96DI7
Q13617	Q9Y376
P53396	Q14164
Q9NQ29	Q9UBC1
P42704	Q9UBN6
P07237	P78545
Q6P158	Q9NX58
O75365	Q9NVI1
O00141	Q16543
P62714	Q9Y6E0
P27348	Q96T60
P52272	Q9Y2Q3
P11802	Q9NS64
O95379	Q93096
P01241	P09960
O15479	P39019
Q6P3X3	Q9Y5J5
O75365	Q9UIA9
P14923	Q99623
O00629	P32121
Q7L1Q6	Q9Y6E2
O00571	Q14240
P29372	Q96AG4
P48556	Q15008
O43586	P62910
O43242	O75365
P31946	Q96F86
P27348	Q9Y2J2
O43665	Q9NPH0
P61960	Q96JB5
P60520	Q9Y4P1
P60510	Q8TF05
O75832	Q15008
O00141	P02788
P14678	Q14204
P18615	Q8IXH7
P61026	P61966
P61247	Q9NVP2
P05109	Q9H8S9
P10599	Q96BK5
O75688	P05783
P07237	Q9UHX1
Q12802	Q16611
O43294	P78396
O60496	O95757
P78344	Q14240
Q9UGP8	Q9Y2Q3
O00182	P14923
P39023	Q9NX58
P57088	Q99608
Q92621	Q9Y5J5
Q5TCY1	Q6IQ55
P31939	Q14164
P05109	Q38SD2
P27348	Q9UDY2
Q15404	Q9NPH0
P49662	Q9UQE7
Q14152	Q7L2H7
O60739	P62280
P39023	P56537
O15479	P62899
Q8N163	Q9HC98
O60927	P62140
Q15287	Q9C0J8
O95757	Q15170
O43586	Q7L1Q6
P24941	P61081
O60496	P61026
Q96FV3	Q9P035
P48556	Q9BRP4
Q5T4S7	Q96EZ8
Q06609	Q9Y5L4
O75385	O95166
Q14203	Q9Y2Q3
P62280	Q99608
Q9BRX2	Q9Y265
O43586	Q9Y265
P52655	P62380
P46379	Q15714
O14832	Q9P2S5
P31946	Q9UDY2
P26441	Q16394
Q2NL82	Q9NX58
Q9H307	Q9UBC1
Q14525	Q9NW61
Q12974	Q93096
P61081	Q8WTW4
P61247	Q9NY93
P15311	Q9Y478
P49753	Q9NRM2
P30305	Q92764
P99999	Q9Y2Q3
P55072	Q14164
P23508	P48730
O00141	P49411
Q92945	Q9UHX1
Q15654	Q9H8S9
P04844	Q9Y2Q3
O00487	Q15008
P57735	Q9Y2B9
O76081	Q15126
Q9NZI8	Q9UHX1
P49407	Q14137
O15371	Q14152
P49841	Q9P0R6
P46783	Q96BK5
P78386	Q96CS7
P20823	P61457
P19532	Q13617
O95400	Q9UHX1
Q8TDN6	Q9NX58
Q8TEX9	Q9HC98
O00422	O43665
P06702	Q01995
P12883	P78549
P07910	Q9UHX1
O15260	Q13530
P25942	P27797
O15067	P40337
P61981	Q53ET0
P27348	Q9NZT1
O00273	P63104
P61247	P62633
O75363	P63167
O76013	Q9ULA0
Q9H2U1	Q9NVD7
O43586	P46778
O75365	Q9H583
Q15287	Q9BXP5
Q15323	Q9Y2H1
P61981	Q8NEM2
O96013	P27348
P01889	P15311
P06730	Q14240
O60739	P41091
O95816	Q15773
O15269	O76081
O00422	P39656
P11586	Q9Y4K3
Q96JB5	Q9Y3C8
Q9H3G5	Q9NSA3
O00255	Q9NS64
P36639	P78549
Q9C0E8	Q9HD42
Q15287	Q9BUQ8
P52657	P62380
P62280	Q8IXH7
Q01804	Q06455
O94906	Q96DI7
P23508	P35580
Q92882	Q9BV57
Q5C9Z4	Q96T60
O75365	Q9H2M9
O94906	Q15287
O60232	Q9H0J4
O75716	Q9NPJ1
Q9Y5J9	Q9Y5L4
P49662	Q6UB35
P51665	Q15008
O43586	P62899
Q15287	Q9UQ35
O60232	Q9Y230
Q9Y3A3	Q9Y5L4
P23528	Q01995
O76071	O95995
Q38SD2	Q86UR5
O15479	P62263
P48556	Q9UNM6
O14908	Q8N1F7
P40337	Q15369
P62633	Q08211
P01889	P26639
P49366	P62330
O15121	P11217
Q9NSB4	Q9ULA0
Q6IBS0	Q9BW60
O15294	O43427
O15479	P62249
O96013	P60953
P17980	P43686
O75940	Q01844
P36575	P49407
Q05084	Q14525
O00182	Q15758
Q8TDX7	Q9HC98
O75716	Q6P2I7
P62380	Q15126
P31946	P85037
P31946	Q7Z401
Q9NSA3	Q9UL42
O75618	Q9H6Z4
P41252	Q9H8T0
O60739	P61247
Q38SD2	Q8N9P6
P05452	P05783
O94915	P31946
P05783	P23508
P78549	Q9Y623
O43809	Q15287
O75896	Q6P2I7
P27348	Q9P2D8
P32121	Q14137
P24390	Q7L1Q6
Q9BZK3	Q9NSA3
O00571	P78545
Q15323	Q9NX58
O95071	Q96EZ8
O60506	Q9UHX1
P20823	Q9H0N5
P27348	Q8IUF1
O60496	Q9NVP2
P49841	Q96QU8
O75716	P41235
O95831	Q9BRX2
P55854	Q9UBE0
Q8IXH7	Q8WX92
P20618	P40337
Q9UJU6	Q9ULA0
Q5JTH9	Q9NY93
O76070	P15090
P13797	Q14164
P06753	P23508
P42704	Q9HC98
Q13426	Q96T60
O75688	P09327
Q15287	Q16630
P11802	Q9P1U1
P49207	Q9NY93
O00273	O76075
P31025	P50053
P82930	Q9UBC1
P52272	Q9Y5J5
O75365	Q86Y56
O00141	P25942
P49321	Q9Y4K3
P31946	Q9Y6M7
Q9H2U1	Q9NPH0
P46781	Q9NY93
O75618	P50053
O15121	O15260
P13667	Q14232
P08579	Q96DI7
P50053	P61626
P62333	Q15008
P35244	Q9Y6F1
Q9Y2B9	Q9Y664
Q15323	Q96CS7
O60936	Q96T60
P62140	Q12972
P35998	P43686
P61604	Q6XUX3
P25942	Q9Y4E8
P15056	P63104
P62633	Q99729
Q96HY6	Q96JB5
P78545	Q14697
O60427	Q9BRP4
Q13418	Q9NVI1
Q9H9J2	Q9UBC1
Q8TEX9	Q9Y5J5
O43586	P61254
Q96FZ7	Q9H0T7
O75771	Q96JH8
P61981	Q9Y383
P27348	Q9P0K7
P52565	Q14232
O14874	Q9H9S4
Q9NZZ3	Q9UQM7
P06396	P49662
P78545	Q9NZC4
O75352	Q15126
P23142	P29372
P28288	Q9BRX2
O00231	P43686
P63165	P63279
P40337	Q15370
Q9BPX5	Q9P1U1
O15519	Q15393
Q13617	Q9Y5L4
P31939	P78545
P60520	Q9NT62
P49841	Q9H2U1
Q99608	Q9Y5M8
Q14657	Q9NPF4
O94921	P01877
O75688	P05109
O43586	Q9Y6E2
P58546	Q6XUX3
P45880	Q13530
P55854	P63279
P61081	Q8TBC4
P63104	Q07866
P00568	Q8NEZ4
Q12834	Q14532
P10619	Q9NSA3
O15121	P53985
P41252	Q9Y2Q3
Q96G23	Q99608
O00232	O75832
P51148	Q9UH99
O00571	Q9UHX1
Q92616	Q92956
Q13576	Q9BSL1
P23458	P31939
P22087	Q16611
Q16611	Q9UQ35
O95999	P62807
O95400	Q14240
Q05084	Q9NPJ1
P57678	Q13418
P46781	Q9NX58
O14593	P52272
P01889	P13797
O43586	P18077
Q6IBS0	Q9NSB4
P24390	Q13530
Q9BSL1	Q9UKX2
O76071	Q8N163
Q3ZCQ8	Q9H8T0
O00571	Q13418
Q9BZE4	Q9NX58
Q9HC98	Q9UQE7
P20618	Q6XUX3
Q12874	Q9UHX1
Q9H8S9	Q9Y2H1
Q13530	Q9P035
P08134	P40337
Q9NVP2	Q9Y2V0
O95999	Q14525
Q6P2I7	Q9Y376
P33993	Q9HC98
P62750	Q9UKS6
O00469	Q9Y230
Q9NRG4	Q9UKA4
Q15714	Q99707
P20674	Q8IXH7
P05452	Q01804
P26441	P40337
P27348	Q7KZI7
Q12834	Q9P031
Q00597	Q6P2I7
P42704	P60520
O15372	O60739
P23508	P49674
O95831	Q15773
O00264	Q86Y56
O60506	O75569
P22234	P43686
O75771	P81605
P35244	Q9Y5L4
O76070	P16035
O75896	Q562F6
Q7L1Q6	Q92611
P49841	Q9H7B2
Q6UB35	Q9Y5V3
Q12872	Q15287
Q15287	Q9Y2W1
O95863	Q9H0J4
P26640	Q9Y4K3
O15392	Q15853
P10599	P40337
P32121	P49407
Q9BUV8	Q9NVI1
Q07283	Q9BUP0
Q16394	Q92882
Q86YZ3	Q96BK5
P62899	Q96BK5
O95816	P43686
O43353	Q96CX2
Q14BN4	Q9Y6E0
O75896	P50851
O94817	Q9H0Y0
P35613	Q9H6Z4
Q14204	Q9BUV8
P49662	Q86Y56
P62807	Q9NY93
O43427	P56537
Q15008	Q9BRP4
Q86YZ3	Q9Y2Q3
Q9UBF2	Q9Y5V3
P55036	Q9UNM6
O60763	O75365
O00425	Q9UHX1
O00541	P49407
O14519	P01876
Q02543	Q9NY93
P04843	Q9Y2Q3
O15479	P61254
O75688	P06396
O43586	Q02543
O75365	Q9NVI7
P13807	Q8IXJ6
P53985	Q13530
O60220	Q9Y5L4
O96013	P63104
P61619	P61966
P06702	Q9Y575
P31939	Q96JH8
Q15323	Q16611
O43513	Q9BZE3
P28222	Q9Y2Q3
P56537	Q9BZE4
P23508	Q14152
P13995	Q9Y6F1
O75365	P28340
P14678	Q15020
P60604	Q9UKV5
P61981	Q15323
O60285	P01877
P49407	Q96GQ7
O00505	P49407
O95218	P49407
Q6ZRQ5	Q9NVP2
O00571	Q9BUV8
O43513	P51116
P52429	Q9Y266
O60739	P46781
Q9UBC1	Q9Y676
O75746	Q9Y5J5
Q00169	Q15014
O76081	Q9Y3E2
Q15287	Q96S59
Q93009	Q9Y230
P07814	P19532
P29508	Q15853
P49207	P62633
P61966	Q6NXE6
P45880	Q16611
O60739	Q13347
P63092	Q16658
Q16658	Q5JWF2
O95467	Q16658
P84996	Q16658
O15067	P19532
O60285	Q14558
P49407	Q6DKI1
O14519	P01877
Q02790	Q8IVV2
Q6PIL6	Q9NS61
Q16778	Q9Y6F1
Q6P996	Q9Y5J5
P61247	Q96BK5
P30153	P60510
P52907	Q6IBS0
P47756	Q6IBS0
Q9UHX1	Q9Y6M1
Q9NP81	Q9UHX1
O43791	O60496
O14965	P61026
P27105	Q15654
P27448	P31946
P63104	Q9UDY2
P61966	Q6P2I7
O15145	Q9P1U1
P62750	Q9NY93
P78545	Q15323
Q13418	Q96T76
Q02543	Q9NX58
Q99608	Q9UBM7
O75688	P55072
O75365	P16615
O75365	O95347
Q92621	Q99623
P61086	Q6XUX3
Q15287	Q8IYB3
P55072	Q9Y4K3
P27448	P61981
O95400	P07237
P00505	Q9NSA3
O15479	Q9Y3U8
O15067	P23508
Q96T60	Q9Y4W2
P62280	Q9Y230
O75940	Q96JB5
P25942	P40937
P41252	Q9Y4K3
P63279	Q9UBT2
P61981	P78386
P27348	Q08AE8
P62995	P63104
P27105	P31939
P11802	Q9UJU6
Q15843	Q9UKT5
P41235	Q92878
P17980	P28566
P57735	Q9Y664
O75352	Q15758
P42704	Q9Y5J5
P39019	Q96BK5
O14908	P33993
O00422	P54577
O76070	P63167
P14678	P57678
P00403	Q8IXH7
P07741	P40337
O60282	P61981
P04049	P27348
Q7L1Q6	Q8N3K9
O43242	Q9BUV8
P49662	Q9Y5M8
P27105	Q13617
P82675	Q9NY93
O60496	Q9UBS4
Q15029	Q9Y2Q3
P61619	Q99608
Q96CS7	Q9NSB4
O75569	Q9NZI8
Q99623	Q9Y4E8
Q9H6Y7	Q9P031
Q96AV8	Q9Y265
Q16851	Q9UHX1
O95863	Q96NG3
P06702	Q15853
P24941	P40337
P40337	Q7Z443
O00425	P62633
Q9BUV8	Q9P035
P39023	Q9Y5S2
Q2NKX8	Q8TDY2
Q29RF7	Q9H8T0
O60739	P35244
P49720	Q6XUX3
Q15287	Q9P2I0
O60232	Q96NW7
Q15714	Q86Y56
P31930	P62306
P27348	Q96F86
P53985	P61966
P62330	Q13310
O15511	Q9P1U1
P49662	Q8N1F7
P28288	Q15773
O76081	Q15773
P43686	Q15008
O60936	Q9UKS6
O76011	Q96CS7
P05455	Q15126
Q96T76	Q99623
Q15654	Q9NXV2
Q15654	Q9Y2W1
P52565	Q08211
O75815	P26639
P61254	Q9NY93
O15121	Q53HC9
P11940	P63167
O60343	Q9ULA0
O60427	Q9UBM7
P35998	Q9BRP4
Q96DI7	Q9UHV9
Q08117	Q9Y6J8
Q9BRX2	Q9H583
Q8N1F7	Q96T60
O00422	Q96EK5
P05090	Q9Y6E0
P04049	P61981
P46736	Q9NXR7
Q14203	Q7L1Q6
O95400	Q9Y620
O75618	Q9P031
Q13144	Q14232
P35244	Q2NKX8
P23508	P41252
O76071	Q15773
Q9BRX2	Q9P035
P35244	Q9Y2B9
P43686	P62191
Q9P2D8	Q9UBE0
P14866	Q9UHX1
Q16543	Q9NRG4
P35580	Q9UBN6
Q15654	Q8TED9
P40337	Q16658
O60285	Q7Z794
P49662	Q8TBZ2
P52429	Q01105
Q92616	Q9Y5V3
P06702	Q9P286
O75964	Q9Y5J5
Q13257	Q6XUX3
Q16678	Q9UBE0
O75716	Q9NRH2
P27348	Q32P44
Q9NPH0	Q9UBM7
O95400	Q14558
Q8TBZ2	Q9BWU1
O75503	P05787
Q15843	Q9Y5V3
P25787	Q15008
O75365	Q6P3X3
Q05519	Q9UHX1
Q8WZ42	Q9UHX1
P14678	Q15029
Q15170	Q9UNL2
Q15714	Q92616
Q15714	Q16795
P25942	Q9BS26
Q14697	Q9Y4K3
O95990	P63151
