,Unnamed: 0,site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id
57101,98923,HUVEC-16_1_M17_2,HUVEC-16_1_M17,HUVEC,train,HUVEC-16,1,M17,2,treatment,s28299,239
57102,98924,HUVEC-16_1_M18_1,HUVEC-16_1_M18,HUVEC,train,HUVEC-16,1,M18,1,treatment,s27844,613
57103,98925,HUVEC-16_1_M18_2,HUVEC-16_1_M18,HUVEC,train,HUVEC-16,1,M18,2,treatment,s27844,613
57104,98926,HUVEC-16_1_M19_1,HUVEC-16_1_M19,HUVEC,train,HUVEC-16,1,M19,1,positive_control,s3887,1122
57105,98927,HUVEC-16_1_M19_2,HUVEC-16_1_M19,HUVEC,train,HUVEC-16,1,M19,2,positive_control,s3887,1122
57106,98928,HUVEC-16_1_M20_1,HUVEC-16_1_M20,HUVEC,train,HUVEC-16,1,M20,1,treatment,s26953,786
57107,98929,HUVEC-16_1_M20_2,HUVEC-16_1_M20,HUVEC,train,HUVEC-16,1,M20,2,treatment,s26953,786
57108,98930,HUVEC-16_1_M21_1,HUVEC-16_1_M21,HUVEC,train,HUVEC-16,1,M21,1,treatment,s28801,6
57109,98931,HUVEC-16_1_M21_2,HUVEC-16_1_M21,HUVEC,train,HUVEC-16,1,M21,2,treatment,s28801,6
57110,98932,HUVEC-16_1_M22_1,HUVEC-16_1_M22,HUVEC,train,HUVEC-16,1,M22,1,positive_control,s7128,1136
57111,98933,HUVEC-16_1_M22_2,HUVEC-16_1_M22,HUVEC,train,HUVEC-16,1,M22,2,positive_control,s7128,1136
57112,98934,HUVEC-16_1_M23_1,HUVEC-16_1_M23,HUVEC,train,HUVEC-16,1,M23,1,treatment,s29078,497
57113,98935,HUVEC-16_1_M23_2,HUVEC-16_1_M23,HUVEC,train,HUVEC-16,1,M23,2,treatment,s29078,497
57114,98936,HUVEC-16_1_N02_1,HUVEC-16_1_N02,HUVEC,train,HUVEC-16,1,N02,1,treatment,s27711,889
57115,98937,HUVEC-16_1_N02_2,HUVEC-16_1_N02,HUVEC,train,HUVEC-16,1,N02,2,treatment,s27711,889
57116,98938,HUVEC-16_1_N03_1,HUVEC-16_1_N03,HUVEC,train,HUVEC-16,1,N03,1,treatment,s28548,1015
57117,98939,HUVEC-16_1_N03_2,HUVEC-16_1_N03,HUVEC,train,HUVEC-16,1,N03,2,treatment,s28548,1015
57118,98940,HUVEC-16_1_N04_1,HUVEC-16_1_N04,HUVEC,train,HUVEC-16,1,N04,1,treatment,s29162,413
57119,98941,HUVEC-16_1_N04_2,HUVEC-16_1_N04,HUVEC,train,HUVEC-16,1,N04,2,treatment,s29162,413
57120,98942,HUVEC-16_1_N05_1,HUVEC-16_1_N05,HUVEC,train,HUVEC-16,1,N05,1,treatment,s26943,760
57121,98943,HUVEC-16_1_N05_2,HUVEC-16_1_N05,HUVEC,train,HUVEC-16,1,N05,2,treatment,s26943,760
57122,98944,HUVEC-16_1_N06_1,HUVEC-16_1_N06,HUVEC,train,HUVEC-16,1,N06,1,treatment,s27901,653
57123,98945,HUVEC-16_1_N06_2,HUVEC-16_1_N06,HUVEC,train,HUVEC-16,1,N06,2,treatment,s27901,653
57124,98946,HUVEC-16_1_N07_1,HUVEC-16_1_N07,HUVEC,train,HUVEC-16,1,N07,1,treatment,s224179,372
57125,98947,HUVEC-16_1_N07_2,HUVEC-16_1_N07,HUVEC,train,HUVEC-16,1,N07,2,treatment,s224179,372
57126,98948,HUVEC-16_1_N08_1,HUVEC-16_1_N08,HUVEC,train,HUVEC-16,1,N08,1,treatment,s27703,881
57127,98949,HUVEC-16_1_N08_2,HUVEC-16_1_N08,HUVEC,train,HUVEC-16,1,N08,2,treatment,s27703,881
57128,98950,HUVEC-16_1_N09_1,HUVEC-16_1_N09,HUVEC,train,HUVEC-16,1,N09,1,treatment,s28400,689
57129,98951,HUVEC-16_1_N09_2,HUVEC-16_1_N09,HUVEC,train,HUVEC-16,1,N09,2,treatment,s28400,689
57130,98952,HUVEC-16_1_N10_1,HUVEC-16_1_N10,HUVEC,train,HUVEC-16,1,N10,1,treatment,s26889,411
57131,98953,HUVEC-16_1_N10_2,HUVEC-16_1_N10,HUVEC,train,HUVEC-16,1,N10,2,treatment,s26889,411
57132,98954,HUVEC-16_1_N11_1,HUVEC-16_1_N11,HUVEC,train,HUVEC-16,1,N11,1,treatment,s29190,88
57133,98955,HUVEC-16_1_N11_2,HUVEC-16_1_N11,HUVEC,train,HUVEC-16,1,N11,2,treatment,s29190,88
57134,98956,HUVEC-16_1_N12_1,HUVEC-16_1_N12,HUVEC,train,HUVEC-16,1,N12,1,treatment,s27615,177
57135,98957,HUVEC-16_1_N12_2,HUVEC-16_1_N12,HUVEC,train,HUVEC-16,1,N12,2,treatment,s27615,177
57136,98958,HUVEC-16_1_N13_1,HUVEC-16_1_N13,HUVEC,train,HUVEC-16,1,N13,1,treatment,s766,541
57137,98959,HUVEC-16_1_N13_2,HUVEC-16_1_N13,HUVEC,train,HUVEC-16,1,N13,2,treatment,s766,541
57138,98960,HUVEC-16_1_N14_1,HUVEC-16_1_N14,HUVEC,train,HUVEC-16,1,N14,1,treatment,s28808,379
57139,98961,HUVEC-16_1_N14_2,HUVEC-16_1_N14,HUVEC,train,HUVEC-16,1,N14,2,treatment,s28808,379
57140,98962,HUVEC-16_1_N15_1,HUVEC-16_1_N15,HUVEC,train,HUVEC-16,1,N15,1,treatment,s29470,1060
57141,98963,HUVEC-16_1_N15_2,HUVEC-16_1_N15,HUVEC,train,HUVEC-16,1,N15,2,treatment,s29470,1060
57142,98964,HUVEC-16_1_N16_1,HUVEC-16_1_N16,HUVEC,train,HUVEC-16,1,N16,1,treatment,s224303,224
57143,98965,HUVEC-16_1_N16_2,HUVEC-16_1_N16,HUVEC,train,HUVEC-16,1,N16,2,treatment,s224303,224
57144,98966,HUVEC-16_1_N17_1,HUVEC-16_1_N17,HUVEC,train,HUVEC-16,1,N17,1,treatment,s28953,486
57145,98967,HUVEC-16_1_N17_2,HUVEC-16_1_N17,HUVEC,train,HUVEC-16,1,N17,2,treatment,s28953,486
57146,98968,HUVEC-16_1_N18_1,HUVEC-16_1_N18,HUVEC,train,HUVEC-16,1,N18,1,treatment,s224177,80
57147,98969,HUVEC-16_1_N18_2,HUVEC-16_1_N18,HUVEC,train,HUVEC-16,1,N18,2,treatment,s224177,80
57148,98970,HUVEC-16_1_N19_1,HUVEC-16_1_N19,HUVEC,train,HUVEC-16,1,N19,1,treatment,s27359,986
57149,98971,HUVEC-16_1_N19_2,HUVEC-16_1_N19,HUVEC,train,HUVEC-16,1,N19,2,treatment,s27359,986
57150,98972,HUVEC-16_1_N20_1,HUVEC-16_1_N20,HUVEC,train,HUVEC-16,1,N20,1,treatment,s27880,618
57151,98973,HUVEC-16_1_N20_2,HUVEC-16_1_N20,HUVEC,train,HUVEC-16,1,N20,2,treatment,s27880,618
57152,98974,HUVEC-16_1_N21_1,HUVEC-16_1_N21,HUVEC,train,HUVEC-16,1,N21,1,treatment,s29367,256
57153,98975,HUVEC-16_1_N21_2,HUVEC-16_1_N21,HUVEC,train,HUVEC-16,1,N21,2,treatment,s29367,256
57154,98976,HUVEC-16_1_N22_1,HUVEC-16_1_N22,HUVEC,train,HUVEC-16,1,N22,1,treatment,s195244,938
57155,98977,HUVEC-16_1_N22_2,HUVEC-16_1_N22,HUVEC,train,HUVEC-16,1,N22,2,treatment,s195244,938
57156,98978,HUVEC-16_1_N23_1,HUVEC-16_1_N23,HUVEC,train,HUVEC-16,1,N23,1,treatment,s28016,212
57157,98979,HUVEC-16_1_N23_2,HUVEC-16_1_N23,HUVEC,train,HUVEC-16,1,N23,2,treatment,s28016,212
57158,98980,HUVEC-16_1_O02_1,HUVEC-16_1_O02,HUVEC,train,HUVEC-16,1,O02,1,treatment,s27189,395
57159,98981,HUVEC-16_1_O02_2,HUVEC-16_1_O02,HUVEC,train,HUVEC-16,1,O02,2,treatment,s27189,395
57160,98982,HUVEC-16_1_O03_1,HUVEC-16_1_O03,HUVEC,train,HUVEC-16,1,O03,1,treatment,s27624,350
57161,98983,HUVEC-16_1_O03_2,HUVEC-16_1_O03,HUVEC,train,HUVEC-16,1,O03,2,treatment,s27624,350
57162,98984,HUVEC-16_1_O04_1,HUVEC-16_1_O04,HUVEC,train,HUVEC-16,1,O04,1,treatment,s28041,914
57163,98985,HUVEC-16_1_O04_2,HUVEC-16_1_O04,HUVEC,train,HUVEC-16,1,O04,2,treatment,s28041,914
57164,98986,HUVEC-16_1_O05_1,HUVEC-16_1_O05,HUVEC,train,HUVEC-16,1,O05,1,treatment,s27502,1104
57165,98987,HUVEC-16_1_O05_2,HUVEC-16_1_O05,HUVEC,train,HUVEC-16,1,O05,2,treatment,s27502,1104
57166,98988,HUVEC-16_1_O06_1,HUVEC-16_1_O06,HUVEC,train,HUVEC-16,1,O06,1,treatment,s28254,853
57167,98989,HUVEC-16_1_O06_2,HUVEC-16_1_O06,HUVEC,train,HUVEC-16,1,O06,2,treatment,s28254,853
57168,98990,HUVEC-16_1_O07_1,HUVEC-16_1_O07,HUVEC,train,HUVEC-16,1,O07,1,treatment,s27544,556
57169,98991,HUVEC-16_1_O07_2,HUVEC-16_1_O07,HUVEC,train,HUVEC-16,1,O07,2,treatment,s27544,556
57170,98992,HUVEC-16_1_O08_1,HUVEC-16_1_O08,HUVEC,train,HUVEC-16,1,O08,1,treatment,s28401,277
57171,98993,HUVEC-16_1_O08_2,HUVEC-16_1_O08,HUVEC,train,HUVEC-16,1,O08,2,treatment,s28401,277
57172,98994,HUVEC-16_1_O09_1,HUVEC-16_1_O09,HUVEC,train,HUVEC-16,1,O09,1,treatment,s28098,598
57173,98995,HUVEC-16_1_O09_2,HUVEC-16_1_O09,HUVEC,train,HUVEC-16,1,O09,2,treatment,s28098,598
57174,98996,HUVEC-16_1_O10_1,HUVEC-16_1_O10,HUVEC,train,HUVEC-16,1,O10,1,treatment,s224305,838
57175,98997,HUVEC-16_1_O10_2,HUVEC-16_1_O10,HUVEC,train,HUVEC-16,1,O10,2,treatment,s224305,838
57176,98998,HUVEC-16_1_O11_1,HUVEC-16_1_O11,HUVEC,train,HUVEC-16,1,O11,1,treatment,s28779,505
57177,98999,HUVEC-16_1_O11_2,HUVEC-16_1_O11,HUVEC,train,HUVEC-16,1,O11,2,treatment,s28779,505
57178,99000,HUVEC-16_1_O12_1,HUVEC-16_1_O12,HUVEC,train,HUVEC-16,1,O12,1,treatment,s27181,581
57179,99001,HUVEC-16_1_O12_2,HUVEC-16_1_O12,HUVEC,train,HUVEC-16,1,O12,2,treatment,s27181,581
57180,99002,HUVEC-16_1_O13_1,HUVEC-16_1_O13,HUVEC,train,HUVEC-16,1,O13,1,treatment,s27341,158
57181,99003,HUVEC-16_1_O13_2,HUVEC-16_1_O13,HUVEC,train,HUVEC-16,1,O13,2,treatment,s27341,158
57182,99004,HUVEC-16_1_O14_1,HUVEC-16_1_O14,HUVEC,train,HUVEC-16,1,O14,1,treatment,s28116,877
57183,99005,HUVEC-16_1_O14_2,HUVEC-16_1_O14,HUVEC,train,HUVEC-16,1,O14,2,treatment,s28116,877
57184,99006,HUVEC-16_1_O15_1,HUVEC-16_1_O15,HUVEC,train,HUVEC-16,1,O15,1,treatment,s224173,744
57185,99007,HUVEC-16_1_O15_2,HUVEC-16_1_O15,HUVEC,train,HUVEC-16,1,O15,2,treatment,s224173,744
57186,99008,HUVEC-16_1_O16_1,HUVEC-16_1_O16,HUVEC,train,HUVEC-16,1,O16,1,treatment,s224240,660
57187,99009,HUVEC-16_1_O16_2,HUVEC-16_1_O16,HUVEC,train,HUVEC-16,1,O16,2,treatment,s224240,660
57188,99010,HUVEC-16_1_O17_1,HUVEC-16_1_O17,HUVEC,train,HUVEC-16,1,O17,1,treatment,s27228,287
57189,99011,HUVEC-16_1_O17_2,HUVEC-16_1_O17,HUVEC,train,HUVEC-16,1,O17,2,treatment,s27228,287
57190,99012,HUVEC-16_1_O18_1,HUVEC-16_1_O18,HUVEC,train,HUVEC-16,1,O18,1,treatment,s224230,868
57191,99013,HUVEC-16_1_O18_2,HUVEC-16_1_O18,HUVEC,train,HUVEC-16,1,O18,2,treatment,s224230,868
57192,99014,HUVEC-16_1_O19_1,HUVEC-16_1_O19,HUVEC,train,HUVEC-16,1,O19,1,treatment,s28026,341
57193,99015,HUVEC-16_1_O19_2,HUVEC-16_1_O19,HUVEC,train,HUVEC-16,1,O19,2,treatment,s28026,341
57194,99016,HUVEC-16_1_O20_1,HUVEC-16_1_O20,HUVEC,train,HUVEC-16,1,O20,1,treatment,s28220,192
57195,99017,HUVEC-16_1_O20_2,HUVEC-16_1_O20,HUVEC,train,HUVEC-16,1,O20,2,treatment,s28220,192
57196,99018,HUVEC-16_1_O21_1,HUVEC-16_1_O21,HUVEC,train,HUVEC-16,1,O21,1,treatment,s27448,1
57197,99019,HUVEC-16_1_O21_2,HUVEC-16_1_O21,HUVEC,train,HUVEC-16,1,O21,2,treatment,s27448,1
57198,99020,HUVEC-16_1_O22_1,HUVEC-16_1_O22,HUVEC,train,HUVEC-16,1,O22,1,treatment,s29303,831
57199,99021,HUVEC-16_1_O22_2,HUVEC-16_1_O22,HUVEC,train,HUVEC-16,1,O22,2,treatment,s29303,831
57200,99022,HUVEC-16_1_O23_1,HUVEC-16_1_O23,HUVEC,train,HUVEC-16,1,O23,1,treatment,s224289,397
57201,99023,HUVEC-16_1_O23_2,HUVEC-16_1_O23,HUVEC,train,HUVEC-16,1,O23,2,treatment,s224289,397
57202,99024,HUVEC-16_2_B02_1,HUVEC-16_2_B02,HUVEC,train,HUVEC-16,2,B02,1,negative_control,EMPTY,1138
57203,99025,HUVEC-16_2_B02_2,HUVEC-16_2_B02,HUVEC,train,HUVEC-16,2,B02,2,negative_control,EMPTY,1138
57204,99026,HUVEC-16_2_B03_1,HUVEC-16_2_B03,HUVEC,train,HUVEC-16,2,B03,1,treatment,s36916,81
57205,99027,HUVEC-16_2_B03_2,HUVEC-16_2_B03,HUVEC,train,HUVEC-16,2,B03,2,treatment,s36916,81
57206,99028,HUVEC-16_2_B04_1,HUVEC-16_2_B04,HUVEC,train,HUVEC-16,2,B04,1,treatment,s36038,558
57207,99029,HUVEC-16_2_B04_2,HUVEC-16_2_B04,HUVEC,train,HUVEC-16,2,B04,2,treatment,s36038,558
57208,99030,HUVEC-16_2_B05_1,HUVEC-16_2_B05,HUVEC,train,HUVEC-16,2,B05,1,treatment,s37827,414
57209,99031,HUVEC-16_2_B05_2,HUVEC-16_2_B05,HUVEC,train,HUVEC-16,2,B05,2,treatment,s37827,414
57210,99032,HUVEC-16_2_B06_1,HUVEC-16_2_B06,HUVEC,train,HUVEC-16,2,B06,1,treatment,s36965,333
57211,99033,HUVEC-16_2_B06_2,HUVEC-16_2_B06,HUVEC,train,HUVEC-16,2,B06,2,treatment,s36965,333
57212,99034,HUVEC-16_2_B07_1,HUVEC-16_2_B07,HUVEC,train,HUVEC-16,2,B07,1,treatment,s35966,511
57213,99035,HUVEC-16_2_B07_2,HUVEC-16_2_B07,HUVEC,train,HUVEC-16,2,B07,2,treatment,s35966,511
57214,99036,HUVEC-16_2_B08_1,HUVEC-16_2_B08,HUVEC,train,HUVEC-16,2,B08,1,treatment,s36529,216
57215,99037,HUVEC-16_2_B08_2,HUVEC-16_2_B08,HUVEC,train,HUVEC-16,2,B08,2,treatment,s36529,216
57216,99038,HUVEC-16_2_B09_1,HUVEC-16_2_B09,HUVEC,train,HUVEC-16,2,B09,1,treatment,s38152,329
57217,99039,HUVEC-16_2_B09_2,HUVEC-16_2_B09,HUVEC,train,HUVEC-16,2,B09,2,treatment,s38152,329
57218,99040,HUVEC-16_2_B10_1,HUVEC-16_2_B10,HUVEC,train,HUVEC-16,2,B10,1,treatment,s38015,393
57219,99041,HUVEC-16_2_B10_2,HUVEC-16_2_B10,HUVEC,train,HUVEC-16,2,B10,2,treatment,s38015,393
57220,99042,HUVEC-16_2_B11_1,HUVEC-16_2_B11,HUVEC,train,HUVEC-16,2,B11,1,treatment,s38093,462
57221,99043,HUVEC-16_2_B11_2,HUVEC-16_2_B11,HUVEC,train,HUVEC-16,2,B11,2,treatment,s38093,462
57222,99044,HUVEC-16_2_B12_1,HUVEC-16_2_B12,HUVEC,train,HUVEC-16,2,B12,1,treatment,s37678,867
57223,99045,HUVEC-16_2_B12_2,HUVEC-16_2_B12,HUVEC,train,HUVEC-16,2,B12,2,treatment,s37678,867
57224,99046,HUVEC-16_2_B13_1,HUVEC-16_2_B13,HUVEC,train,HUVEC-16,2,B13,1,treatment,s224948,876
57225,99047,HUVEC-16_2_B13_2,HUVEC-16_2_B13,HUVEC,train,HUVEC-16,2,B13,2,treatment,s224948,876
57226,99048,HUVEC-16_2_B14_1,HUVEC-16_2_B14,HUVEC,train,HUVEC-16,2,B14,1,treatment,s38627,956
57227,99049,HUVEC-16_2_B14_2,HUVEC-16_2_B14,HUVEC,train,HUVEC-16,2,B14,2,treatment,s38627,956
57228,99050,HUVEC-16_2_B15_1,HUVEC-16_2_B15,HUVEC,train,HUVEC-16,2,B15,1,treatment,s37979,735
57229,99051,HUVEC-16_2_B15_2,HUVEC-16_2_B15,HUVEC,train,HUVEC-16,2,B15,2,treatment,s37979,735
57230,99052,HUVEC-16_2_B16_1,HUVEC-16_2_B16,HUVEC,train,HUVEC-16,2,B16,1,treatment,s38494,927
57231,99053,HUVEC-16_2_B16_2,HUVEC-16_2_B16,HUVEC,train,HUVEC-16,2,B16,2,treatment,s38494,927
57232,99054,HUVEC-16_2_B17_1,HUVEC-16_2_B17,HUVEC,train,HUVEC-16,2,B17,1,treatment,s37429,92
57233,99055,HUVEC-16_2_B17_2,HUVEC-16_2_B17,HUVEC,train,HUVEC-16,2,B17,2,treatment,s37429,92
57234,99056,HUVEC-16_2_B18_1,HUVEC-16_2_B18,HUVEC,train,HUVEC-16,2,B18,1,treatment,s39156,166
57235,99057,HUVEC-16_2_B18_2,HUVEC-16_2_B18,HUVEC,train,HUVEC-16,2,B18,2,treatment,s39156,166
57236,99058,HUVEC-16_2_B19_1,HUVEC-16_2_B19,HUVEC,train,HUVEC-16,2,B19,1,treatment,s38964,932
57237,99059,HUVEC-16_2_B19_2,HUVEC-16_2_B19,HUVEC,train,HUVEC-16,2,B19,2,treatment,s38964,932
57238,99060,HUVEC-16_2_B20_1,HUVEC-16_2_B20,HUVEC,train,HUVEC-16,2,B20,1,treatment,s38789,730
57239,99061,HUVEC-16_2_B20_2,HUVEC-16_2_B20,HUVEC,train,HUVEC-16,2,B20,2,treatment,s38789,730
57240,99062,HUVEC-16_2_B21_1,HUVEC-16_2_B21,HUVEC,train,HUVEC-16,2,B21,1,treatment,s38808,789
57241,99063,HUVEC-16_2_B21_2,HUVEC-16_2_B21,HUVEC,train,HUVEC-16,2,B21,2,treatment,s38808,789
57242,99064,HUVEC-16_2_B22_1,HUVEC-16_2_B22,HUVEC,train,HUVEC-16,2,B22,1,treatment,s36468,856
57243,99065,HUVEC-16_2_B22_2,HUVEC-16_2_B22,HUVEC,train,HUVEC-16,2,B22,2,treatment,s36468,856
57244,99066,HUVEC-16_2_B23_1,HUVEC-16_2_B23,HUVEC,train,HUVEC-16,2,B23,1,treatment,s36989,651
57245,99067,HUVEC-16_2_B23_2,HUVEC-16_2_B23,HUVEC,train,HUVEC-16,2,B23,2,treatment,s36989,651
57246,99068,HUVEC-16_2_C02_1,HUVEC-16_2_C02,HUVEC,train,HUVEC-16,2,C02,1,treatment,s37805,517
57247,99069,HUVEC-16_2_C02_2,HUVEC-16_2_C02,HUVEC,train,HUVEC-16,2,C02,2,treatment,s37805,517
57248,99070,HUVEC-16_2_C03_1,HUVEC-16_2_C03,HUVEC,train,HUVEC-16,2,C03,1,positive_control,s2947,1120
57249,99071,HUVEC-16_2_C03_2,HUVEC-16_2_C03,HUVEC,train,HUVEC-16,2,C03,2,positive_control,s2947,1120
57250,99072,HUVEC-16_2_C04_1,HUVEC-16_2_C04,HUVEC,train,HUVEC-16,2,C04,1,treatment,s38545,424
57251,99073,HUVEC-16_2_C04_2,HUVEC-16_2_C04,HUVEC,train,HUVEC-16,2,C04,2,treatment,s38545,424
57252,99074,HUVEC-16_2_C05_1,HUVEC-16_2_C05,HUVEC,train,HUVEC-16,2,C05,1,treatment,s224930,421
57253,99075,HUVEC-16_2_C05_2,HUVEC-16_2_C05,HUVEC,train,HUVEC-16,2,C05,2,treatment,s224930,421
57254,99076,HUVEC-16_2_C06_1,HUVEC-16_2_C06,HUVEC,train,HUVEC-16,2,C06,1,treatment,s37951,93
57255,99077,HUVEC-16_2_C06_2,HUVEC-16_2_C06,HUVEC,train,HUVEC-16,2,C06,2,treatment,s37951,93
57256,99078,HUVEC-16_2_C07_1,HUVEC-16_2_C07,HUVEC,train,HUVEC-16,2,C07,1,positive_control,s18582,1116
57257,99079,HUVEC-16_2_C07_2,HUVEC-16_2_C07,HUVEC,train,HUVEC-16,2,C07,2,positive_control,s18582,1116
57258,99080,HUVEC-16_2_C08_1,HUVEC-16_2_C08,HUVEC,train,HUVEC-16,2,C08,1,treatment,s37095,830
57259,99081,HUVEC-16_2_C08_2,HUVEC-16_2_C08,HUVEC,train,HUVEC-16,2,C08,2,treatment,s37095,830
57260,99082,HUVEC-16_2_C09_1,HUVEC-16_2_C09,HUVEC,train,HUVEC-16,2,C09,1,treatment,s37424,1080
57261,99083,HUVEC-16_2_C09_2,HUVEC-16_2_C09,HUVEC,train,HUVEC-16,2,C09,2,treatment,s37424,1080
57262,99084,HUVEC-16_2_C10_1,HUVEC-16_2_C10,HUVEC,train,HUVEC-16,2,C10,1,treatment,s37205,917
57263,99085,HUVEC-16_2_C10_2,HUVEC-16_2_C10,HUVEC,train,HUVEC-16,2,C10,2,treatment,s37205,917
57264,99086,HUVEC-16_2_C11_1,HUVEC-16_2_C11,HUVEC,train,HUVEC-16,2,C11,1,positive_control,s501339,1128
57265,99087,HUVEC-16_2_C11_2,HUVEC-16_2_C11,HUVEC,train,HUVEC-16,2,C11,2,positive_control,s501339,1128
57266,99088,HUVEC-16_2_C12_1,HUVEC-16_2_C12,HUVEC,train,HUVEC-16,2,C12,1,treatment,s38649,859
57267,99089,HUVEC-16_2_C12_2,HUVEC-16_2_C12,HUVEC,train,HUVEC-16,2,C12,2,treatment,s38649,859
57268,99090,HUVEC-16_2_C13_1,HUVEC-16_2_C13,HUVEC,train,HUVEC-16,2,C13,1,treatment,s38759,164
57269,99091,HUVEC-16_2_C13_2,HUVEC-16_2_C13,HUVEC,train,HUVEC-16,2,C13,2,treatment,s38759,164
57270,99092,HUVEC-16_2_C14_1,HUVEC-16_2_C14,HUVEC,train,HUVEC-16,2,C14,1,treatment,s35988,207
57271,99093,HUVEC-16_2_C14_2,HUVEC-16_2_C14,HUVEC,train,HUVEC-16,2,C14,2,treatment,s35988,207
57272,99094,HUVEC-16_2_C15_1,HUVEC-16_2_C15,HUVEC,train,HUVEC-16,2,C15,1,positive_control,n337250,1108
57273,99095,HUVEC-16_2_C15_2,HUVEC-16_2_C15,HUVEC,train,HUVEC-16,2,C15,2,positive_control,n337250,1108
57274,99096,HUVEC-16_2_C16_1,HUVEC-16_2_C16,HUVEC,train,HUVEC-16,2,C16,1,treatment,s39246,754
57275,99097,HUVEC-16_2_C16_2,HUVEC-16_2_C16,HUVEC,train,HUVEC-16,2,C16,2,treatment,s39246,754
57276,99098,HUVEC-16_2_C17_1,HUVEC-16_2_C17,HUVEC,train,HUVEC-16,2,C17,1,treatment,s37078,542
57277,99099,HUVEC-16_2_C17_2,HUVEC-16_2_C17,HUVEC,train,HUVEC-16,2,C17,2,treatment,s37078,542
57278,99100,HUVEC-16_2_C18_1,HUVEC-16_2_C18,HUVEC,train,HUVEC-16,2,C18,1,treatment,s38095,714
57279,99101,HUVEC-16_2_C18_2,HUVEC-16_2_C18,HUVEC,train,HUVEC-16,2,C18,2,treatment,s38095,714
57280,99102,HUVEC-16_2_C19_1,HUVEC-16_2_C19,HUVEC,train,HUVEC-16,2,C19,1,positive_control,s501357,1131
57281,99103,HUVEC-16_2_C19_2,HUVEC-16_2_C19,HUVEC,train,HUVEC-16,2,C19,2,positive_control,s501357,1131
57282,99104,HUVEC-16_2_C20_1,HUVEC-16_2_C20,HUVEC,train,HUVEC-16,2,C20,1,treatment,s38917,303
57283,99105,HUVEC-16_2_C20_2,HUVEC-16_2_C20,HUVEC,train,HUVEC-16,2,C20,2,treatment,s38917,303
57284,99106,HUVEC-16_2_C21_1,HUVEC-16_2_C21,HUVEC,train,HUVEC-16,2,C21,1,treatment,s39443,874
57285,99107,HUVEC-16_2_C21_2,HUVEC-16_2_C21,HUVEC,train,HUVEC-16,2,C21,2,treatment,s39443,874
57286,99108,HUVEC-16_2_C22_1,HUVEC-16_2_C22,HUVEC,train,HUVEC-16,2,C22,1,positive_control,s502431,1133
57287,99109,HUVEC-16_2_C22_2,HUVEC-16_2_C22,HUVEC,train,HUVEC-16,2,C22,2,positive_control,s502431,1133
57288,99110,HUVEC-16_2_C23_1,HUVEC-16_2_C23,HUVEC,train,HUVEC-16,2,C23,1,treatment,s39216,701
57289,99111,HUVEC-16_2_C23_2,HUVEC-16_2_C23,HUVEC,train,HUVEC-16,2,C23,2,treatment,s39216,701
57290,99112,HUVEC-16_2_D02_1,HUVEC-16_2_D02,HUVEC,train,HUVEC-16,2,D02,1,treatment,s39547,461
57291,99113,HUVEC-16_2_D02_2,HUVEC-16_2_D02,HUVEC,train,HUVEC-16,2,D02,2,treatment,s39547,461
57292,99114,HUVEC-16_2_D03_1,HUVEC-16_2_D03,HUVEC,train,HUVEC-16,2,D03,1,treatment,s37866,390
57293,99115,HUVEC-16_2_D03_2,HUVEC-16_2_D03,HUVEC,train,HUVEC-16,2,D03,2,treatment,s37866,390
57294,99116,HUVEC-16_2_D04_1,HUVEC-16_2_D04,HUVEC,train,HUVEC-16,2,D04,1,treatment,s38165,544
57295,99117,HUVEC-16_2_D04_2,HUVEC-16_2_D04,HUVEC,train,HUVEC-16,2,D04,2,treatment,s38165,544
57296,99118,HUVEC-16_2_D05_1,HUVEC-16_2_D05,HUVEC,train,HUVEC-16,2,D05,1,treatment,s37997,553
57297,99119,HUVEC-16_2_D05_2,HUVEC-16_2_D05,HUVEC,train,HUVEC-16,2,D05,2,treatment,s37997,553
57298,99120,HUVEC-16_2_D06_1,HUVEC-16_2_D06,HUVEC,train,HUVEC-16,2,D06,1,treatment,s37793,965
57299,99121,HUVEC-16_2_D06_2,HUVEC-16_2_D06,HUVEC,train,HUVEC-16,2,D06,2,treatment,s37793,965
57300,99122,HUVEC-16_2_D07_1,HUVEC-16_2_D07,HUVEC,train,HUVEC-16,2,D07,1,treatment,s195386,550
57301,99123,HUVEC-16_2_D07_2,HUVEC-16_2_D07,HUVEC,train,HUVEC-16,2,D07,2,treatment,s195386,550
57302,99124,HUVEC-16_2_D08_1,HUVEC-16_2_D08,HUVEC,train,HUVEC-16,2,D08,1,treatment,s38090,43
57303,99125,HUVEC-16_2_D08_2,HUVEC-16_2_D08,HUVEC,train,HUVEC-16,2,D08,2,treatment,s38090,43
57304,99126,HUVEC-16_2_D09_1,HUVEC-16_2_D09,HUVEC,train,HUVEC-16,2,D09,1,treatment,s37964,776
57305,99127,HUVEC-16_2_D09_2,HUVEC-16_2_D09,HUVEC,train,HUVEC-16,2,D09,2,treatment,s37964,776
57306,99128,HUVEC-16_2_D10_1,HUVEC-16_2_D10,HUVEC,train,HUVEC-16,2,D10,1,treatment,s36151,751
57307,99129,HUVEC-16_2_D10_2,HUVEC-16_2_D10,HUVEC,train,HUVEC-16,2,D10,2,treatment,s36151,751
